A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ,BR,BS,BT,BU,BV,BW,BY,BZ,CA,CB,CC,target
0b8cba78,chotu,6,1,17cm,60,17cm,16.64868765,50,59.2,21.5,57,60,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f584742f,17cm,15,0,rinki,85,17cm,16.60013366,67,106,,63,80,132,,,,,17cm,30,1,31,2,34,2,13,0,10,1,12,1,8,0,17cm,4,-1.70651,16.6019,1404.87,2950.22,26.5674,91.9,14.3936,2.20838,14.1,1,41.0014,24.3312,93.6065,42.3284,67.5688,17cm,2.08,,,17cm,3,3,3,2,3,2,3,1,2,2,3,1,2,3,2,2,3,2,2,2,17cm,58,80,17cm,0,1
1afa48fe,500years,10,0,,,500years,17.98750413,55,77.4,24,67,62,102,,,,,500years,22,1,15.1,2,18.8,2,17,1,9,1,8.5,1,12,1,17cm,3,3.69313,17.9895,1106.33,1880.76,14.2014,60.1018,13.969,4.02049,17.2982,1,29.8973,16.0031,56.4086,27.4219,44.0987,,,500years,3.13,500years,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,500years,42,59,500years,0,0
f98bde44,500years,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,2,
963adba5,chotu,13,1,,,,,,,,,,,,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,,
c6287031,rinki,12,1,,,17cm,,,,,,,,,,,,17cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,4.26,rinki,5,5,5,1,5,3,1,1,1,1,1,1,1,0,1,1,2,3,1,1,rinki,45,63,rinki,2,1
ed60b87e,500years,11,0,,,500years,15.98889256,55,68.8,25,92,80,122,,,,,500years,1,0,13.6,2,14.5,2,5,0,12,1,12,1,11,1,500years,3,3.68178,15.9907,1083.83,1842.52,13.9345,57.7057,13.4121,2.57858,11.0944,1,28.4201,15.3511,54.0239,23.6391,42.3546,,,500years,3.32,,,,,,,,,,,,,,,,,,,,,,,,,500years,0,
a5974a7d,500years,11,0,17cm,85,500years,19.42792301,59,96.2,,66,94,126,500years,5,8,40,500years,50,1,17.8,2,20,2,30,1,8.5,1,8.5,1,16,1,17cm,4,5.77944,19.43,1216.78,2555.24,18.6057,71.8661,14.5152,4.91486,24.3339,2,33.9849,19.2754,66.0866,32.5442,52.5906,,,500years,2.61,500years,2,2,2,0,2,1,0,1,1,1,0,0,2,2,2,1,1,2,1,1,500years,32,46,500years,0,0
77e460ce,chotu,9,0,500years,70,chotu,15.00228108,51.5,56.6,,69,90,105,chotu,6,9,17,chotu,0,0,,,,,1,0,9.5,1,8.5,1,6,1,chotu,4,9.25205,15.0039,995.83,2091.24,8.5586,48.332,12.8122,2.19175,8.26803,1,23.9492,15.8241,39.0799,19.8266,32.5078,,,chotu,3.77,chotu,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chotu,30,43,chotu,1,0
6c16a8f1,rinki,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b672a082,500years,7,0,,,,,,,,,,,,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,2,
e32ee582,chotu,13,1,chotu,72,500years,17.45510116,68,114.8,27,80,92,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,,
20ff26ce,rinki,8,0,,,chotu,22.99938272,54,95.4,34,66,93,129,,,,,chotu,0,0,,,,,0,0,0,0,6,0,6,1,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,0,
ecbdbe55,17cm,7,0,rinki,67,17cm,15.75322561,47.8,51.2,,44,74,65,17cm,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rinki,29,42,chotu,0,0
e88aa867,500years,14,0,rinki,50,500years,22.43273646,66,139,,63,76,118,,,,,500years,26,1,43.2,2,33,2,20,1,8,1,11.5,1,7,0,,,,,,,,,,,,,,,,,,500years,2.66,,,500years,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,500years,61,84,500years,2,0
7a6d26a2,500years,6,1,chotu,70,rinki,16.10114566,45.3,47,,64,113,149,rinki,,,,chotu,,,,,,,,,,,,,,,500years,3,2.20941,16.1029,922.243,1475.59,10.5935,40.494,13.8738,2.22906,6.50602,2,21.1822,8.71822,38.2846,18.2212,31.7758,,,,,500years,4,2,2,0,3,0,0,1,2,1,1,0,3,3,2,2,2,2,0,0,500years,46,64,500years,3,0
26190ddd,500years,6,0,17cm,61,500years,16.65300162,43,43.8,20,57,94,109,,,,,500years,3,1,,,,,0,0,10,1,11,1,6,1,500years,2,2.26403,16.6548,875.995,1401.59,5.36314,35.568,13.5246,3.1302,8.23203,2,21.0895,9.11531,33.3039,14.6009,26.4527,,,,,17cm,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17cm,61,84,500years,0,0
eb1b6325,17cm,9,1,,,rinki,,,,,,,,,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,2.51,,,,,,,,,,,,,,,,,,,,,,,,,17cm,2,
12a607f6,rinki,7,0,17cm,75,500years,19.16818935,48.75,64.8,,62,82,106,500years,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,4,4,5,0,5,2,0,2,1,1,1,0,2,1,2,1,3,2,1,0,chotu,30,43,rinki,2,1
c6da0d4b,17cm,7,0,,,17cm,17.54683759,51.5,66.2,,50,66,97,,,,,17cm,0,0,,,,,0,0,11,1,8,1,7,1,17cm,3,3.39442,17.5488,1053.73,1791.34,14.0952,54.4987,14.4469,3.10186,11.7013,2,28.2509,12.1526,51.1043,21.8587,42.3461,,,,,17cm,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17cm,44,62,17cm,1,0
e127c234,17cm,9,1,,,chotu,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,2.769,,,,,,,,,,,,,,,,,,,,,,,,,17cm,0,
52ce9b8b,17cm,7,1,rinki,51,17cm,16.5942716,45,47.8,,65,58,114,,,,,17cm,2,1,,,,,1,0,13,1,14,1,10,1,17cm,3,2.35153,16.5961,935.393,1496.63,13.2266,41.8947,14.5458,2.05032,5.90534,1,22.5417,6.12639,39.5431,17.0323,35.7683,,,,,rinki,3,0,3,0,3,0,0,0,0,0,3,0,1,0,0,2,0,2,0,1,rinki,36,51,17cm,2,0
19066573,chotu,8,0,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1702318,rinki,14,1,17cm,75,,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,1.44,,,17cm,3,2,3,0,3,3,1,2,1,2,3,0,2,3,1,1,3,2,2,1,17cm,32,46,rinki,0,1
05d3d73a,chotu,8,0,17cm,61,,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,4,4,3,0,1,1,0,1,1,2,3,0,2,0,0,0,2,2,0,0,500years,38,54,chotu,0,0
082df556,rinki,16,0,500years,45,chotu,16.77497108,70.5,118.6,,64,64,115,,,,,500years,,,,,,,,,,,,,,,500years,3,7.00658,16.7768,1562.29,2655.89,34.2329,108.667,15.3717,1.40506,9.93274,1,46.248,28.1864,101.661,46.4142,80.4809,rinki,2.04,,,chotu,2,2,2,1,2,1,2,1,1,1,3,0,2,1,1,1,1,1,,1,rinki,32,46,rinki,0,0
a3c49769,500years,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,0,
c7e97264,chotu,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,3,2.80547,16.6401,954.852,1623.25,9.54771,43.9673,13.7008,2.93936,9.43271,3,24.3114,10.1082,41.1618,17.3838,33.8591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c9c253d,17cm,10,1,500years,68,,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,1.46,17cm,2,2,2,2,2,1,1,2,1,1,2,0,0,2,1,0,2,1,1,0,17cm,39,55,17cm,1,0
7c1d7ddd,chotu,10,0,chotu,70,chotu,22.15672515,57,102.4,,54,95,86,chotu,4,5,32,chotu,0,0,,,,,0,0,6,0,5,0,6,1,,,,,,,,,,,,,,,,,,,,500years,3.27,chotu,4,4,2,1,3,0,0,1,1,2,2,0,2,1,2,2,2,2,2,0,chotu,31,45,chotu,0,1
e2d370a2,17cm,9,0,chotu,55,rinki,14.28591682,46,43,,61,79,112,rinki,6,9,31,rinki,15,1,,,,,7,1,14,1,11.5,1,11,1,rinki,4,5.13059,14.2875,906.728,1904.13,6.46206,38.8414,12.9057,1.38176,4.1586,1,22.7881,9.59123,33.7108,18.4758,29.2502,,,17cm,3.61,rinki,3,3,3,0,5,1,0,0,2,3,2,0,4,1,1,4,2,4,2,2,rinki,54,75,17cm,2,1
edbf35f3,17cm,14,1,,,17cm,22.24661124,63,125.6,29,75,70,115,,,,,17cm,16,0,31.1,3,29.7,3,9,1,15.5,1,15.5,1,12,1,17cm,4,4.94639,22.249,1353.69,2572.01,28.9981,86.4489,15.3137,6.9353,39.1511,2,35.5139,21.937,81.5025,44.7672,64.5119,,,rinki,2.59,17cm,4,4,4,5,5,2,0,3,5,4,4,4,4,0,4,4,4,4,1,2,17cm,59,81,17cm,3,2
c0424bff,500years,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab75c2c,17cm,6,1,chotu,45,rinki,16.57113875,45.5,48.8,,52,69,107,,,,,rinki,8,1,,,,,2,0,13,1,13,1,8,1,rinki,1,2.26942,16.5729,929.373,1208.18,11.1093,41.2534,14.0101,2.56289,7.54657,1,21.9477,8.19651,38.984,19.8003,33.0569,,,,,rinki,0,0,0,0,0,0,0,4,0,3,2,0,1,0,2,2,1,1,1,1,rinki,53,73,17cm,0,0
7c21ad67,500years,8,1,17cm,63,500years,14.7360305,48.25,48.8,,60,77,103,,,,,500years,6,1,,,,,1,0,10.5,1,12,1,9,1,500years,3,2.45027,14.7376,957.588,1532.14,11.6895,44.2587,13.3662,1.37148,4.54132,1,21.2601,11.309,41.8084,17.7151,32.9497,,,,,500years,2,2,2,1,2,1,0,1,1,1,1,1,1,1,2,2,2,1,1,1,500years,58,80,500years,2,0
d50a8c3c,chotu,22,1,,,500years,40.8987929,65,245.8,,95,120,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,0,4,4,2,1,1,2,3,2,0,4,1,1,0,1,0,3,1,1,0,500years,49,68,chotu,,1
b9736d65,rinki,10,0,,,chotu,17.34534535,55.5,76,26,64,68,121,,,,,chotu,0,0,12.1,1,17,2,2,0,10.5,1,10.5,1,10,1,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,1,
43f44f6c,17cm,14,1,chotu,61,17cm,14.54372779,57.5,68.4,,66,78,106,,,,,17cm,11,0,12.2,1,12.4,1,21,1,7,0,10,1,8,0,17cm,3,3.6757,14.5453,1113.31,1781.29,18.6805,60.8449,12.9387,1.6066,7.55512,1,25.9524,16.212,57.1692,24.4027,44.6328,,,rinki,2.97,17cm,4,3,3,1,5,2,1,2,3,4,3,0,3,1,2,4,3,4,4,1,17cm,27,40,17cm,1,2
e3f239e9,500years,8,1,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340e84a,chotu,10,1,chotu,93,chotu,19.35414447,53.5,78.8,,66,92,103,chotu,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,3.35,chotu,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,chotu,45,63,,,0
ecd22509,500years,12,0,17cm,61,17cm,23.84786681,62,130.4,,74,75,116,,,,,17cm,0,0,12.6,1,10.8,1,0,0,6,0,8,1,1.5,0,17cm,2,13.5923,23.8505,1308.11,2092.97,20.6247,81.5936,14.9237,8.92681,48.8064,2,35.5871,25.3818,68.0013,33.1887,56.2118,,,17cm,1.28,17cm,4,4,4,2,4,1,1,4,3,3,2,0,2,2,4,0,4,3,2,1,17cm,50,69,500years,2,2
632eca98,chotu,11,0,17cm,78,,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,2.4,chotu,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,chotu,31,45,chotu,1,0
a26c3e8f,rinki,7,1,chotu,60,rinki,18.79548611,48,61.6,,71,92,106,rinki,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,5,5,3,0,2,1,0,0,0,1,0,0,4,0,2,5,2,4,0,2,rinki,46,64,rinki,0,1
0bf4e81b,chotu,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e71d21d,500years,7,0,,,rinki,,,,,,,,,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,2,
c418e47a,17cm,13,1,rinki,80,17cm,23.85293848,66,147.8,,87,73,162,,,,,17cm,20,1,27.2,3,28.8,3,5,0,12.5,1,9,0,10,1,17cm,2,0.0211894,23.8555,1463.56,2195.34,35.066,98.1517,15.8421,8.01344,49.6483,2,37.5384,25.5473,98.1305,43.3923,72.6044,,,17cm,2.44,17cm,2,4,3,1,3,3,1,2,1,1,2,0,2,0,2,1,1,1,0,1,17cm,43,60,17cm,2,1
9aa1a2ae,500years,11,0,rinki,90,17cm,15.85590101,56.5,72,,64,73,105,17cm,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,4,5,4,2,4,1,0,1,1,1,4,0,1,1,1,1,1,4,2,1,500years,30,43,500years,0,1
81a4b826,17cm,7,0,rinki,55,17cm,16.20876385,50.5,58.8,,69,96,105,,,,,17cm,4,1,,,,,1,0,14,1,13,1,8,1,17cm,3,3.22443,16.2105,1015.17,1725.79,12.4013,50.392,13.8925,2.318,8.40802,1,26.6871,11.3035,47.1675,20.1226,39.0885,,,,,rinki,3,2,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,rinki,43,60,17cm,1,0
d2a74c23,500years,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,,
9042232d,chotu,10,0,,,chotu,18.65041663,54.5,78.8,25,71,66,116,,,,,chotu,20,1,14.3,2,15.9,2,10,1,9,1,9,1,12,1,chotu,,,,,,,,,,,,,,,,,,,chotu,2.631,,,,,,,,,,,,,,,,,,,,,,,,,chotu,3,
9cf04c41,17cm,15,1,chotu,60,rinki,18.63911133,64,108.6,,54,71,101,,,,,rinki,19,1,26.8,2,29.3,3,12,1,11,1,11.5,1,13,1,rinki,4,0.634064,18.5897,1314.49,2497.52,24.7625,82.2731,14.1222,4.4675,26.0269,2,35.8404,21.6703,81.6391,53.6596,60.6029,rinki,3.05,,,rinki,0,5,5,2,3,3,4,1,1,2,4,1,1,1,1,2,1,2,1,1,rinki,39,55,17cm,0,1
62839132,17cm,6,0,rinki,49,17cm,14.60161816,45.5,43,,52,95,104,17cm,,,,17cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17cm,54,75,17cm,0,0
d0ef0744,rinki,11,0,chotu,71,chotu,19.86103018,62,108.6,,78,66,112,chotu,5,5,23,chotu,23,1,27.1,3,23.8,3,23,1,8.5,1,8.5,1,10,1,chotu,5,3.05178,19.8632,1333.44,3200.26,23.8058,84.2922,15.4172,4.44596,24.3078,2,39.0042,21.4821,81.2404,39.3788,62.8101,,,chotu,3.88,rinki,2,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,rinki,50,69,chotu,0,0
ec9195be,500years,12,1,rinki,51,500years,19.3005848,57,89.2,25,55,62,94,,,,,500years,14,0,8.5,1,9.1,1,7,1,11,1,8.5,0,9,1,500years,3,3.54097,19.3027,1132.45,1811.93,18.799,62.8842,13.608,5.69469,26.3158,2,26.5022,17.5829,59.3432,28.3311,45.3012,,,500years,2.399,500years,4,4,4,1,3,0,0,2,2,0,0,0,0,0,0,1,1,2,1,0,500years,41,58,500years,0,0
93363059,500years,14,1,,,500years,19.73754883,64,115,27,75,74,112,,,,,500years,30,1,31.3,3,32.4,3,10,1,8,0,8,0,12,1,17cm,5,5.4333,19.7397,1420.83,3125.82,31.2717,93.5999,16.0664,3.67331,21.4001,2,39.5233,22.805,88.1666,53.1195,70.7949,rinki,3.56,,,17cm,1,4,4,1,3,1,1,2,2,2,3,1,1,2,1,1,0,2,1,0,17cm,37,53,500years,2,1
e68cf012,500years,11,1,,,,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,3.09,,,,,,,,,,,,,,,,,,,,,,,,,500years,,
53bb311b,chotu,13,0,,,chotu,25.50524053,61,135,33,76,66,128,,,,,chotu,30,1,17.5,1,23.9,2,9,0,4,0,8,1,11,1,chotu,,,,,,,,,,,,,,,,,,,chotu,2.9,,,,,,,,,,,,,,,,,,,,,,,,,chotu,3,
80067763,17cm,11,0,,,500years,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,1,
0ff6ac09,500years,7,0,17cm,58,17cm,25.27696689,53,101,,103,103,145,17cm,,,,17cm,,,,,,,,,,,,,,,17cm,2,3.52667,25.2797,1150.61,1840.98,16.1861,64.8181,16.2236,9.05611,36.1819,3,32.3154,16.3167,61.2915,29.8118,48.5015,,,,,17cm,2,2,3,1,3,0,0,0,0,2,2,0,0,0,2,1,3,2,0,0,17cm,38,54,500years,2,0
0441d6af,rinki,5,1,,,rinki,13.94380165,44,38.4,21,62,99,100,,,,,rinki,0,0,,,,,0,0,0,0,0,0,10,1,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,0,
4280076d,17cm,10,0,rinki,60,rinki,19.13648393,57.5,90,,72,58,108,,,,,rinki,20,1,13.9,2,14.7,2,10,1,14,1,15,1,12,1,rinki,3,4.28314,19.1386,1207.55,2052.84,19.0368,70.8832,15.0734,4.06521,19.1168,2,34.5349,17.3114,66.6001,33.2218,53.5718,,,17cm,3.19,rinki,2,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,rinki,32,46,17cm,0,0
176f33fb,17cm,6,0,rinki,80,17cm,17.19915789,47.5,55.2,,88,90,112,17cm,4,6,22,17cm,2,1,,,,,0,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,17cm,3,3,3,0,3,0,0,2,2,0,2,0,1,1,2,2,2,1,2,1,17cm,45,63,17cm,0,0
22e44415,17cm,10,1,chotu,67,rinki,14.87115385,52,57.2,,78,77,122,rinki,6,9,40,rinki,70,1,,,,,18,1,12,1,12,1,12,1,rinki,5,2.98576,14.8728,1024.73,2254.42,15.6065,51.4107,13.3675,1.5053,5.78929,1,23.6143,12.19,48.4249,19.7625,39.2207,,,17cm,3.42,rinki,4,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,rinki,33,47,17cm,2,0
f6bcfb38,rinki,7,0,,,rinki,19.16325926,45,55.2,26,67,99,117,,,,,rinki,1,0,,,,,7,1,9,1,6.5,0,9,1,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,0,
a814e825,chotu,10,0,17cm,61,500years,18.7450888,54.5,79.2,,80,106,126,500years,4,5,23,500years,6,,16,2,16.6,2,14,,8,,9.5,,9,,500years,2,3.76972,19.0959,1128.31,1805.3,14.5997,62.4429,15.0556,4.04031,16.7571,1,33.4215,14.4217,58.6732,38.4363,48.0212,,,chotu,2.35,500years,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500years,32,46,chotu,1,0
a952659d,rinki,11,0,chotu,75,rinki,18.41965112,53,73.6,23,56,78,109,,,,,rinki,23,1,13.7,2,12.8,2,12,1,7,0,6.5,0,10,1,rinki,3,3.53885,18.4217,1084.98,1844.46,14.6906,57.8273,14.4739,3.94781,15.7727,1,29.2546,13.8821,54.2885,23.9281,43.9452,,,rinki,2.46,rinki,3,3,3,2,5,2,0,3,0,2,0,0,2,2,4,4,4,4,4,4,rinki,46,64,rinki,1,2
e9109dff,rinki,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3bd8858,17cm,15,1,chotu,80,chotu,18.22188467,67.3,117.4,,86,99,125,chotu,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,2.56,,,chotu,1,1,1,1,2,2,2,2,2,1,4,1,2,2,1,1,2,2,1,3,chotu,49,68,17cm,3,1
da09ed4b,500years,15,1,17cm,61,17cm,32.98734289,63.8,191,,70,76,104,,,,,17cm,0,0,30,3,34.7,3,6,0,11.5,1,11.5,1,12,1,,,,,,,,,,,,,,,,,,500years,2.55,,,500years,1,2,2,0,2,2,1,1,1,1,2,0,1,2,2,1,3,1,1,1,500years,41,58,500years,3,0
6f878799,chotu,11,0,17cm,70,chotu,,,0,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,3.57,500years,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,500years,28,41,chotu,1,0
d0429481,chotu,15,0,500years,45,500years,28.24324324,66.6,178.2,,70,76,130,,,,,500years,13,0,33.2,2,36.8,2,5,0,14,1,14,1,9.4,1,500years,4,5.83721,29.203,1588.84,3336.56,32.1223,111.495,18.2716,10.9315,66.7049,3,49.6755,29.6973,105.658,58.1195,81.7978,chotu,3.41,,,500years,5,5,5,2,5,5,5,5,5,5,5,2,4,5,5,5,4,5,5,5,500years,64,88,chotu,2,3
4dc86a42,17cm,7,0,chotu,65,17cm,17.42166454,50.5,63.2,,53,93,121,17cm,6,10,32,17cm,8,1,,,,,8,1,11.5,1,11,1,11,1,17cm,2,5.80168,17.4236,1013.72,1621.95,10.9444,50.2372,13.8499,3.5737,12.9628,1,26.6904,12.6025,44.4356,22.5885,37.6348,,,,,17cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17cm,34,49,17cm,2,0
1f1205b2,rinki,6,0,,,500years,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,1,
15dbc929,rinki,7,0,chotu,65,chotu,17.575,48,57.6,,66,67,108,chotu,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,chotu,28,41,rinki,0,0
621066ff,rinki,9,0,chotu,57,chotu,18.27414266,54,75.8,,67,82,119,chotu,6,10,18,chotu,13,1,,,,,9,1,7,0,7,0,12,1,,,,,,,,,,,,,,,,,,,,rinki,2.28,chotu,5,5,5,4,5,0,0,5,1,5,5,1,4,1,4,4,4,5,5,1,chotu,33,47,rinki,3,2
9d60665f,500years,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,3.75,,,,,,,,,,,,,,,,,,,,,,,,,500years,2,
7c9051b7,chotu,10,1,,,chotu,26.95100055,60,138,38,81,99,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,3.5,,,,,,,,,,,,,,,,,,,,,,,,,chotu,2,
e3d5aab8,17cm,7,1,chotu,61,rinki,13.51403306,51,50,,59,78,99,rinki,4,4,27,rinki,0,0,,,,,6,1,11,1,9,1,9,1,rinki,3,2.76827,13.5155,983.251,1671.53,5.47662,46.9922,12.7025,0.813039,3.0078,1,22.173,19.3426,44.2239,22.4007,27.6496,,,,,rinki,2,0,0,0,2,0,0,1,1,1,0,0,0,0,0,1,2,2,0,0,rinki,35,50,17cm,0,0
144a9a79,chotu,9,0,chotu,45,chotu,17.24760602,51.63,65.4,,61,77,106,chotu,,,,500years,,,,,,,,,,,,,,,500years,3,3.15695,17.2495,1024.16,1741.07,10.6263,51.3494,13.5436,3.7059,14.0506,1,26.2161,14.507,48.1924,22.2203,36.8423,,,chotu,2.06,chotu,4,5,4,2,5,3,0,2,4,3,4,0,2,2,3,1,5,2,1,2,chotu,34,49,chotu,1,2
ac8c0593,rinki,7,0,17cm,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,63,86,rinki,0,
6bec62f8,17cm,9,1,,,,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,,
40087bc5,rinki,13,0,chotu,61,chotu,16.61754386,57,76.8,,67,92,125,,,,,chotu,5,0,15.4,1,15.4,1,8,0,15,1,17,1,10,1,chotu,3,4.05877,16.6194,1143.54,1944.01,16.8092,64.0647,13.8635,2.7559,12.7353,1,30.8068,16.4486,60.0059,26.0888,47.6161,,,rinki,3.53,chotu,5,5,4,1,5,3,4,3,2,4,4,1,3,4,3,4,3,5,2,1,chotu,50,69,rinki,2,2
233b9425,500years,7,0,rinki,50,500years,,,,,,,,500years,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,1,2,3,0,2,2,0,2,0,2,2,0,0,0,0,1,1,0,0,0,rinki,43,60,500years,0,0
1ed564ef,chotu,8,0,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
